Cost_Entry_ID,Cost_Ownership_Line_ID,Project_ID,Activity_ID,Incurred_Date,Reporting_Month,Cost_Category,Incurred_Cost_USD,Transaction_Description,Source
AC-CL0001-2025-01,CL0001,P01,P01-A1,2025-01-31,2025-01,ENGINEERING_OR_FIELD,122100.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0318-2025-05,CL0318,P12,P12-Y1A6,2025-05-31,2025-05,ENGINEERING_OR_FIELD,70059.19,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0318-2025-06,CL0318,P12,P12-Y1A6,2025-06-30,2025-06,ENGINEERING_OR_FIELD,240202.95,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0318-2025-07,CL0318,P12,P12-Y1A6,2025-07-31,2025-07,ENGINEERING_OR_FIELD,250211.41,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0318-2025-08,CL0318,P12,P12-Y1A6,2025-08-31,2025-08,ENGINEERING_OR_FIELD,240202.96,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0318-2025-09,CL0318,P12,P12-Y1A6,2025-09-30,2025-09,ENGINEERING_OR_FIELD,200169.13,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0319-2026-03,CL0319,P12,P12-Y2A6,2026-03-31,2026-03,ENGINEERING_OR_FIELD,128680.07,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0321-2025-10,CL0321,P12,P12-Y1A7,2025-10-31,2025-10,TESTING_ACCEPTANCE,60547.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0324-2025-11,CL0324,P12,P12-Y1A8,2025-11-30,2025-11,TESTING_ACCEPTANCE,29702.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0324-2025-12,CL0324,P12,P12-Y1A8,2025-12-31,2025-12,TESTING_ACCEPTANCE,571.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0330-2026-01,CL0330,P05,P05-A12c,2026-01-31,2026-01,TESTING_ACCEPTANCE,121267.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0330-2026-02,CL0330,P05,P05-A12c,2026-02-28,2026-02,TESTING_ACCEPTANCE,3163.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0331-2026-02,CL0331,P05,P05-A13c,2026-02-28,2026-02,TESTING_ACCEPTANCE,121267.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0332-2026-03,CL0332,P05,P05-A14c,2026-03-31,2026-03,TESTING_ACCEPTANCE,121267.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0333-2026-03,CL0333,P05,P05-A15c,2026-03-31,2026-03,TESTING_ACCEPTANCE,121267.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0335-2025-12,CL0335,P11,P11-B1gis,2025-12-31,2025-12,TESTING_ACCEPTANCE,85120.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0336-2026-01,CL0336,P11,P11-B2gis,2026-01-31,2026-01,TESTING_ACCEPTANCE,85120.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0337-2025-05,CL0337,P12,P12-Y1A6,2025-05-31,2025-05,ENGINEERING_OR_FIELD,14955.11,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0337-2025-06,CL0337,P12,P12-Y1A6,2025-06-30,2025-06,ENGINEERING_OR_FIELD,34396.77,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0337-2025-07,CL0337,P12,P12-Y1A6,2025-07-31,2025-07,ENGINEERING_OR_FIELD,37387.79,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0337-2025-08,CL0337,P12,P12-Y1A6,2025-08-31,2025-08,ENGINEERING_OR_FIELD,35892.28,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0337-2025-09,CL0337,P12,P12-Y1A6,2025-09-30,2025-09,ENGINEERING_OR_FIELD,26919.21,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0338-2026-03,CL0338,P12,P12-Y2A6,2026-03-31,2026-03,ENGINEERING_OR_FIELD,23073.69,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0340-2026-03,CL0340,P04,P04-A14,2026-03-31,2026-03,TESTING_ACCEPTANCE,147840.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0341-2026-03,CL0341,P04,P04-A15,2026-03-31,2026-03,TESTING_ACCEPTANCE,221760.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
